Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Filename,Paragraph Index,Document
- :x: AVOID Breaking compatibility with faker.js locale data.,0,0,0,0,0,1,bchavez@Bogus.xlsx,11,contributing
- :x: AVOID Adding new locales to Bogus. New locales should be added upstream to faker.js. See this wiki page for creating locales.,0,0,0,0,0,1,bchavez@Bogus.xlsx,12,contributing
Contributing,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,2,contributing
- Be sure to add a test for each change you make,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,3,contributing
Tips,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,4,contributing
- Use npm run tdd to compile and re-run tests when a file is modified,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,5,contributing
- Use VERBOSE=true npm run tdd to add logging output to the above command,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,6,contributing
- Add export let only=true to a test in test/e2e to just run that test,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,7,contributing
- Add export let exclude=true to a test in test/e2e to not run that test,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,8,contributing
"- To debug a test, with breakpoints:",0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,9,contributing
1.  Install node-inspector,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,10,contributing
2.  Run node-debug ./node_modules/ava/profile.js ./dist/test/test.js,0,0,0,0,0,1,bcherny@json-schema-to-typescript.xlsx,11,contributing
Contributing to CodeIgniter,0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,2,contributing
CodeIgniter is a community driven project and accepts contributions of code and documentation from the community. These contributions are made in the form of Issues or Pull Requests on the CodeIgniter repository on GitHub.,0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,3,contributing
Issues are a quick way to point out a bug. If you find a bug or documentation error in CodeIgniter then please check a few things first:,0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,4,contributing
1.  There is not already an open Issue,0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,5,contributing
"2.  The issue has already been fixed (check the develop branch, or look for closed Issues)",0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,6,contributing
3.  Is it something really obvious that you can fix yourself?,0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,7,contributing
"Reporting issues is helpful but an even better approach is to send a Pull Request, which is done by ""Forking"" the main repository and committing to your own copy. This will require you to use the version control system called Git.",0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,8,contributing
Guidelines,0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,9,contributing
"Before we look into how, here are the guidelines. If your Pull Requests fail
to pass these guidelines it will be declined and you will need to re-submit
when you
for us to maintain quality of the code-base.",0,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,10,contributing
PHP Style,0,0,0,0,1,0,bcit-ci@CodeIgniter.xlsx,11,contributing
"All code must meet the Style Guide, which is
essentially the Allman indent style, underscores and readable operators. This makes certain that all code is the same format as the existing code and means it will be as readable as possible.",0,0,0,0,1,0,bcit-ci@CodeIgniter.xlsx,12,contributing
Documentation,0,0,0,0,1,0,bcit-ci@CodeIgniter.xlsx,13,contributing
"If you change anything that requires a change to documentation then you will need to add it. New classes, methods, parameters, changing default values, etc are all things that will require a change to documentation. The change-log must also be updated for every change. Also PHPDoc blocks must be maintained.",0,0,0,0,1,0,bcit-ci@CodeIgniter.xlsx,14,contributing
Compatibility,0,0,0,0,1,0,bcit-ci@CodeIgniter.xlsx,15,contributing
"CodeIgniter recommends PHP 5.5 or newer to be used, but it should be
compatible with PHP 5.2.4 so all code supplied must stick to this
requirement. If PHP 5.3 (and above) functions or features are used then
there must be a fallback for PHP 5.2.4.",0,0,0,0,1,0,bcit-ci@CodeIgniter.xlsx,16,contributing
Branching,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,17,contributing
"CodeIgniter uses the Git-Flow branching model which requires all pull requests to be sent to the ""develop"" branch. This is
where the next planned version will be developed. The ""master"" branch will always contain the latest stable version and is kept clean so a ""hotfix"" (e.g: an emergency security patch) can be applied to master to create a new version, without worrying about other features holding it up. For this reason all commits need to be made to ""develop"" and any sent to ""master"" will be closed automatically. If you have multiple changes to submit, please place all changes into their own branch on your fork.",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,18,contributing
"One thing at a time: A pull request should only contain one change. That does not mean only one commit, but one change - however many commits it took. The reason for this is that if you change X and Y but send a pull request for both at the same time, we might really want X but disagree with Y, meaning we cannot merge the request. Using the Git-Flow branching model you can create new branches for both of these features and send two requests.",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,19,contributing
Signing,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,20,contributing
"You must sign your work, certifying that you either wrote the work or otherwise have the right to pass it on to an open source project. git makes this trivial as you merely have to use --signoff on your commits to your CodeIgniter fork.",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,21,contributing
git commit --signoff,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,22,contributing
or simply,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,23,contributing
git commit -s,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,24,contributing
"This will sign your commits with the information setup in your git config, e.g.",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,25,contributing
Signed-off-by: John Q Public <john.public@example.com>,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,26,contributing
"If you are using Tower there is a ""Sign-Off"" checkbox in the commit window. You could even alias git commit to use the -s flag so you don",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,27,contributing
"By signing your work in this manner, you certify to a ""Developer's Certificate of Origin"". The current version of this certificate is in the DCO.txt file in the root of this repository.",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,28,contributing
How-to Guide,1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,29,contributing
"There are two ways to make changes, the easy way and the hard way. Either way you will need to create a GitHub account.",1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,30,contributing
"Easy way GitHub allows in-line editing of files for making simple typo changes and quick-fixes. This is not the best way as you are unable to test the code works. If you do this you could be introducing syntax errors, etc, but for a Git-phobic user this is good for a quick-fix.",1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,31,contributing
"Hard way The best way to contribute is to ""clone"" your fork of CodeIgniter to your development area. That sounds like some jargon, but ""forking"" on GitHub means ""making a copy of that repo to your account"" and ""cloning"" means ""copying that code to your environment so you can work on it"".",1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,32,contributing
"1.  Set up Git (Windows, Mac & Linux)",1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,33,contributing
2.  Go to the CodeIgniter repo,1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,34,contributing
3.  Fork it,1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,35,contributing
4.  Clone your forked CodeIgniter repo: git@github.com:/CodeIgniter.git.,1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,36,contributing
"5.  Checkout the ""develop"" branch. At this point you are ready to start making changes.",1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,37,contributing
6.  Fix existing bugs on the Issue tracker after taking a look to see nobody else is working on them.,1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,38,contributing
7.  Commit the files,1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,39,contributing
8.  Push your develop branch to your fork,1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,40,contributing
9.  Send a pull request,1,0,0,0,0,0,bcit-ci@CodeIgniter.xlsx,41,contributing
"The Reactor Engineers will now be alerted about the change and at least one of the team will respond. If your change fails to meet the guidelines it will be bounced, or feedback will be provided to help you improve it.",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,42,contributing
Once the Reactor Engineer handling your pull request is happy with it they will merge it into develop and your patch will be part of the next release.,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,43,contributing
Keeping your fork up-to-date,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,44,contributing
"Unlike systems like Subversion, Git can have multiple remotes. A remote is the name for a URL of a Git repository. By default your fork will have a remote named ""origin"" which points to your fork, but you can add another remote named ""codeigniter"" which points to git://github.com/bcit-ci/CodeIgniter.git. This is a read-only remote but you can pull from this develop branch to update your own.",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,45,contributing
If you are using command-line you can do the following:,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,46,contributing
1.  git remote add codeigniter git://github.com/bcit-ci/CodeIgniter.git,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,47,contributing
2.  git pull codeigniter develop,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,48,contributing
3.  git push origin develop,0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,49,contributing
"Now your fork is up to date. This should be done regularly, or before you send a pull request at least.",0,0,0,0,0,1,bcit-ci@CodeIgniter.xlsx,50,contributing
Contributing,0,0,0,0,0,0,be9@acl9.xlsx,2,contributing
"Hi, I'm Jason, my online nickname is ""smathy"" which I use on IRC, twitter,
StackOverflow, here on github, and a few other places on the internet.",0,0,0,0,0,0,be9@acl9.xlsx,3,contributing
"Oleg is the creator of acl9, but other commitments have meant that he's had
very little time to maintain this project and so I've basically taken over as
the primary maintainer.",0,0,0,0,0,0,be9@acl9.xlsx,4,contributing
"I like to start by introducing myself so that you know that I'm just a human
being, a normal guy, and that if you have something you want to contribute to
acl9 then I'm more than happy to hear from you.",0,0,0,0,0,0,be9@acl9.xlsx,5,contributing
"There really aren't any hard and fast rules here for contributing. Feel free to
raise issues, you can even just ask questions in an issue if you'd like,
although IRC or StackOverflow is probably a much better forum for that. You can
ping me on twitter, or even email me at jk@handle.it",0,0,1,0,0,0,be9@acl9.xlsx,6,contributing
"Also see the README for information on getting in contact with the rest of the
community.",0,0,0,0,0,0,be9@acl9.xlsx,7,contributing
Dev Stuff,1,0,0,0,0,0,be9@acl9.xlsx,8,contributing
"If you're going to contribute code then just fork our repo, write your thing,
and submit a pull request.",1,0,0,0,0,0,be9@acl9.xlsx,9,contributing
Setup,0,0,0,1,0,0,be9@acl9.xlsx,10,contributing
"We have a .ruby-version file, so if you use a ruby manager that
understands that then you might need to install that version of ruby, but you
should know how to do that yourself.",0,0,0,1,0,0,be9@acl9.xlsx,11,contributing
"You should be able to just fork the repo and run bundle && rake to see the
tests running.",0,0,0,1,0,0,be9@acl9.xlsx,12,contributing
"We use Appraisal to test against multiple versions of
Rails, so you can read up on that and use it to test against all the Rails
versions we support or against a specific one.",0,0,0,1,0,0,be9@acl9.xlsx,13,contributing
How to,0,0,0,0,0,0,be9@acl9.xlsx,14,contributing
"If you're fixing a bug then please arrange your pull request in two commits, the
first one will be a test that demonstrates the bug, that test will be failing
when you create it. The second commit will be the code change that fixes the
bug.",0,0,0,0,0,1,be9@acl9.xlsx,15,contributing
"Don't let this be a blocker for you, I'm not saying you have to do TDD. I don't
care whether you actually write the test first, or the code first, I just care
about the order of the commits. Those with experience in reviewing PRs will know
why. I can grab your PR, roll it back to HEAD^ and run the test, seeing it
fail and confirming that your test works, then roll it back to the head of your
branch and see your code fixing the test. It makes it very easy to review a PR.",0,0,0,0,0,1,be9@acl9.xlsx,16,contributing
"You can submit a bugfix without a test, although those take MUCH longer to
review because it's often hard to work out what problem you're solving.",0,0,0,0,0,1,be9@acl9.xlsx,17,contributing
"Also, it's up to you whether you want to create an issue in github first. I'd
recommend that you do because it gives a good place to discuss the details of
the issue.",1,0,0,0,0,0,be9@acl9.xlsx,18,contributing
"Also, feel free to submit ideas as PRs, just make sure you put it clearly in the
text that this is not ready for merge yet.",0,0,0,0,0,0,be9@acl9.xlsx,19,contributing
Contributing to beanstalkd,0,0,0,0,0,0,beanstalkd@beanstalkd.xlsx,2,contributing
"Greetings. Firstly, if you're thinking of contributing to
beanstalkd, thank you! It's the hard work of people like you that
keeps beanstalkd a high-quality codebase and running smoothly in
the demanding, high-volume production environment of the servers
of many organizations around the world.",0,0,0,0,0,0,beanstalkd@beanstalkd.xlsx,3,contributing
"Please note that this project is released with a Contributor
Code of Conduct. By participating in this project you agree
to abide by its terms. See CodeOfConduct.txt for details.",0,0,1,0,0,0,beanstalkd@beanstalkd.xlsx,4,contributing
General,1,0,0,0,0,0,beanstalkd@beanstalkd.xlsx,5,contributing
"This is a mature project, so it rarely takes on new features. We
mostly focus on stability, bug fixing, clarity, and performance,
in that order.",1,0,0,0,0,0,beanstalkd@beanstalkd.xlsx,6,contributing
Issues,0,0,0,0,0,0,beanstalkd@beanstalkd.xlsx,7,contributing
"When reporting a bug, please describe:",0,0,0,0,0,0,beanstalkd@beanstalkd.xlsx,8,contributing
