Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Label,Spreadsheet,Worksheet,Row Index
"The aim of Julius is to re-create the exact same logic that the original Caesar 3 uses, with full savegame compatibility, but with some small user interface enhancements, like widescreen support. The same logic also means that any gameplay bugs present in Caesar 3 will also be present in Julius.
It is meant as a drop-in replacement for Caesar 3, with the same look and feel, so there will be no major UI changes.",0,0,0,0,0,0,No categories identified.,bvschaik@julius.xlsx,contributing,3
"Later on there may be an 'enhanced' edition with new features, but for now any pull requests which change the game logic or alter the UI in a major way will be declined.",0,1,0,0,0,0,CT – Choose a task,bvschaik@julius.xlsx,contributing,4
Reporting an Issue,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,0
- Report all issues,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,1
- Trivial documentation issues welcome (example),0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,2
- Non-trivial feature requests welcome (example),0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,3
Creating a Pull Request,0,0,0,0,0,1,SC – Submit the changes,bwapi@bwapi.xlsx,contributing,4
- Do development on the develop branch.,0,0,0,0,0,1,SC – Submit the changes,bwapi@bwapi.xlsx,contributing,5
Versioning,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,6
BWAPI versioning is categorized as follows: major.minor.patch [Beta],0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,7
Version Component | Description,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,8
"------------------|----------------
major             | Increased when massive structural changes are made.
minor             | Increased when breaking changes are made. Modules will need to be recompiled.
patch             | Increased when non-breaking changes are made.
Beta              | Appended to a major version increase until stability has been verified.",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,9
Coding Standards,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,10
Spacing,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,11
- Use double-spaces instead of tabs. You should be able to convert tabs to spaces automatically in your editor's settings.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,12
- Always indent for each scope level.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,13
"- Always put a space between all arithmetic, binary, and conditional operators.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,14
- Don't put a space between function names and the open parenthesis.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,15
- Put a space after a comma.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,16
Examples of spacing,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,17
"// bad, can't tell if assignment is a typo, and
// there is a space between the member function and its parameters
if(Broodwar->canMake (UnitTypes::Terran_Marine, builder))
reservedMinerals=-UnitTypes::Terran_Marine.mineralPrice();",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,18
"// good, the arithmetic is clear
if(Broodwar->canMake(UnitTypes::Terran_Marine, builder))
reservedMinerals = -UnitTypes::Terran_Marine.mineralPrice();",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,19
"// bad, the scope is not indented, no space following the comma
if ( Broodwar->canMake(UnitTypes::Terran_Marine,builder) )
reservedMinerals = -UnitTypes::Terran_Marine.mineralPrice();",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,20
"// good, alternative spacing style for if statements
if ( Broodwar->canMake(UnitTypes::Terran_Marine, builder) )
reservedMinerals = -UnitTypes::Terran_Marine.mineralPrice();",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,21
Formatting,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,22
- Use ANSI style braces.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,23
- Break up large single-line if statements to be multi-line if statements.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,24
- Format constructor initializer lists as follows (so that the colon is in the same column as the commas):,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,25
"BulletImpl::BulletImpl(BW::CBullet* originalBullet, u16 _index)
: bwOriginalBullet(originalBullet)
, index(_index)
{
}",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,26
Naming,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,27
"- Use meaningful names. If a variable's purpose cannot be identified by another project member without analysing the code, then the variable needs to be renamed.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,28
"- In local looping scopes, single-letter variable names are generally used as follows:",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,29
- b for Bullet,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,30
- f for Force,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,31
- p for Player,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,32
- r for Region,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,33
- u for Unit,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,34
- i for iterator/index,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,35
"- Member variables and member function names should be in lower camel case. Examples: getUnitsInRectangle, wasSeenByBWAPIPlayer.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,36
- Constants and macros should be in ALL CAPS and words separated by underscores. Example: PLAYER_COUNT,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,37
"- Use upper Camel Case for classes, structures, enums, and namespaces.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,38
Hacking,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,39
- Offsets must be in hexadecimal. Example: 0x00408CF0.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,40
- Offsets must be placed in BW/offsets.h.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,41
- Avoid using inline assembly unless it is impossible to do so.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,42
"- Always perform version checking before making code patches, to maintain partial cross-version compatibility.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,43
Documentation,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,44
- Use the triple slash (///) format.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,45
- Try to include as much details on the function as possible. Redundancy can express clarity.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,46
- Include example code if possible.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,47
- Wrap lines before the 100th column.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,48
Doxygen Generation,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,49
- Use @ for doxygen commands.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,50
- Use @see to refer to other functions/classes.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,51
"- When introducing a new function, include a @since tag with the version number.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,52
"- Include @returns, and @retval where necessary.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,53
"- When specifying @param, also specify if the argument is optional. Present an indented description on the next line, and also specify its default value if applicable.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,54
Intellisense Compatibility,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,55
- Use the summary tag to wrap the function/class/enum description.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,56
- Use the param tag to identify all of the parameters.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,57
- Identify if an argument is optional with (optional) on the same line as the tag.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,58
"- Put parameter descriptions indented on the next line, between the tags.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,59
Examples of documentation:,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,60
"/// <summary>Sets the size of the text for all calls to drawText following this one.</summary>
///
/// <param name=""size""> (optional)
///   The size of the text. This value is one of Text::Size::Enum. If this value is omitted,
///   then a default value of Text::Size::Default is used.
/// </param>
///
/// Example usage
/// @code
///   void ExampleAIModule::onFrame()
///   {
///     // Centers the name of the player in the upper middle of the screen
///     BWAPI::Broodwar->setTextSize(BWAPI::Text::Size::Large);
///     BWAPI::Broodwar->drawTextScreen(BWAPI::Positions::Origin, ""%c%c%s"",
///                                     BWAPI::Text::Align_Center,
///                                     BWAPI::Text::Green,
///                                     BWAPI::Broodwar->self()->getName().c_str() );
///     BWAPI::Broodwar->setTextSize();   // Set text size back to default
///   }
/// @endcode
/// @see Text::Size::Enum
virtual void setTextSize(Text::Size::Enum size = Text::Size::Default) = 0;",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,61
"/// <summary>Retrieves the region at a given position.</summary>
///
/// <param name=""x"">
///   The x coordinate, in pixels.
/// </param>
/// <param name=""y"">
///   The y coordinate, in pixels.
/// </param>
///
/// @returns Pointer to the Region interface at the given position.
/// @retval nullptr if the provided position is not valid (i.e. not within the map bounds).
///
/// @note If the provided position is invalid, the error Errors::Invalid_Parameter is set.
/// @see getAllRegions, getRegion
virtual BWAPI::Region getRegionAt(int x, int y) const = 0;
/// @overload
BWAPI::Region getRegionAt(BWAPI::Position position) const;",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,62
Language Features,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,63
- Use the nullptr keyword instead of NULL.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,64
- Create move constructors if appropriate.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,65
- Use the const keyword where appropriate.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,66
- Use std::array instead of C-style arrays.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,67
- Use explicit enum types (preferably enum class) instead of ints.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,68
- Use in-class member initialization.,0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,69
"- Use the keywords default, delete, override, final, etc.",0,0,0,0,1,0,DC – Deal with the code,bwapi@bwapi.xlsx,contributing,70
Changing the API,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,71
Adding a Virtual Function,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,72
1.  Add it after all other virtual functions.,0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,73
"2.  Label it with Doxygen @since tag, indicating the version it was introduced.",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,74
"Note: Virtual functions are implementation defined, but Visual Studio appears to maintain some consistency regarding the use of virtual functions. Adding a new function to the end will maintain some backwards compatibility.",0,0,0,0,0,0,No categories identified.,bwapi@bwapi.xlsx,contributing,75
