Paragraph,Label
"- Describe persona of someone who is facing this problem? This will give you
an understanding of how big of a problem it actually is.",No categories identified.
git branch -D my-fix-branch,SC – Submit the changes
- .NET Framework 2.0,BW – Build local workspace
- Branches,No categories identified.
"- Win7, Win 8, Win10, etc?",No categories identified.
The issue tracker is the preferred channel for bug reports but please respect the following restrictions:,No categories identified.
"We use github to host code, to track issues and feature requests, as well as accept pull requests.
Pull requests are the best way to propose changes to the codebase.",SC – Submit the changes
"- Add a best-effort scope designation to commit subjects. This could be a directory name, file name,
or the name of a logical grouping of code. Examples:",SC – Submit the changes
git clone https://github.com/citusdata/citus.git,BW – Build local workspace
"These directives can be simpler, for example the metadata property on the
CommentRevision:",No categories identified.
2.  Your environment needs to be running Node v. 10,BW – Build local workspace
- Sort using statements,SC – Submit the changes
"- Ruby >= 2.5.1, < 3.0",BW – Build local workspace
"| Folder Name                           | Package Name            | Purpose                                                                      |
| :------------------------------------ | :---------------------- | :--------------------------------------------------------------------------- |
| cli                          | cypress               | The command-line tool that is packaged as an npm module.                   |
| desktop-gui | @packages/desktop-gui | The front-end code for the Cypress Desktop GUI.                              |
| driver           | @packages/driver      | The code that is used to drive the behavior of the API commands.             |
| electron       | @packages/electron    | The Cypress implementation of Electron.                                      |
| example         | @packages/example     | Our example kitchen-sink application.                                        |
| extension     | @packages/extension   | The Cypress Chrome browser extension                                         |
| https-proxy | @packages/https-proxy | This does https proxy for handling http certs and traffic.                   |
| launcher       | @packages/launcher    | Finds and launches browsers installed on your system.                        |
| reporter       | @packages/reporter    | The reporter shows the running results of the tests (The Command Log UI).    |
| root               | @packages/root        | Dummy package pointing at the root of the repository.                        |
| runner           | @packages/runner      | The runner is the minimal ""chrome"" around the user's application under test. |
| server           | @packages/server      | The <3 of Cypress. This orchestrates everything. The backend node process.   |
| socket           | @packages/socket      | A wrapper around socket.io to provide common libraries.                      |
| static           | @packages/static      | Serves static assets used in the Cypress GUI.                                |
| ts                   | @packages/ts          | A centralized version of typescript.                                         |",No categories identified.
